statistic_yyy,according,site_id,birth_order,birth_sex,mother_age,birth_count
106,按登記日期分,新北市三重區,3胎,男,未滿15歲,0
106,按登記日期分,新北市三重區,3胎,男,15～19歲,1
106,按登記日期分,新北市三重區,3胎,男,20～24歲,7
106,按登記日期分,新北市三重區,3胎,男,25～29歲,18
106,按登記日期分,新北市三重區,3胎,男,30～34歲,55
106,按登記日期分,新北市三重區,3胎,男,35～39歲,36
106,按登記日期分,新北市三重區,3胎,男,40～44歲,15
106,按登記日期分,新北市三重區,3胎,男,45～49歲,1
106,按登記日期分,新北市三重區,3胎,男,50歲以上,0
106,按登記日期分,新北市三重區,4胎,男,未滿15歲,0
106,按登記日期分,新北市三重區,4胎,男,15～19歲,0
106,按登記日期分,新北市三重區,4胎,男,20～24歲,1
106,按登記日期分,新北市三重區,4胎,男,25～29歲,4
106,按登記日期分,新北市三重區,4胎,男,30～34歲,10
106,按登記日期分,新北市三重區,4胎,男,35～39歲,9
106,按登記日期分,新北市三重區,4胎,男,40～44歲,1
106,按登記日期分,新北市三重區,4胎,男,45～49歲,0
106,按登記日期分,新北市三重區,4胎,男,50歲以上,0
106,按登記日期分,新北市三重區,5胎,男,未滿15歲,0
106,按登記日期分,新北市三重區,5胎,男,15～19歲,0
106,按登記日期分,新北市三重區,5胎,男,20～24歲,0
106,按登記日期分,新北市三重區,5胎,男,25～29歲,3
106,按登記日期分,新北市三重區,5胎,男,30～34歲,0
106,按登記日期分,新北市三重區,5胎,男,35～39歲,3
106,按登記日期分,新北市三重區,5胎,男,40～44歲,3
106,按登記日期分,新北市三重區,5胎,男,45～49歲,0
106,按登記日期分,新北市三重區,5胎,男,50歲以上,0
106,按登記日期分,新北市三重區,6胎,男,未滿15歲,0
106,按登記日期分,新北市三重區,6胎,男,15～19歲,0
106,按登記日期分,新北市三重區,6胎,男,20～24歲,0
106,按登記日期分,新北市三重區,6胎,男,25～29歲,1
106,按登記日期分,新北市三重區,6胎,男,30～34歲,1
106,按登記日期分,新北市三重區,6胎,男,35～39歲,0
106,按登記日期分,新北市三重區,6胎,男,40～44歲,0
106,按登記日期分,新北市三重區,6胎,男,45～49歲,0
106,按登記日期分,新北市三重區,6胎,男,50歲以上,0
106,按登記日期分,新北市三重區,7胎,男,未滿15歲,0
106,按登記日期分,新北市三重區,7胎,男,15～19歲,0
106,按登記日期分,新北市三重區,7胎,男,20～24歲,0
106,按登記日期分,新北市三重區,7胎,男,25～29歲,0
106,按登記日期分,新北市三重區,7胎,男,30～34歲,0
106,按登記日期分,新北市三重區,7胎,男,35～39歲,0
106,按登記日期分,新北市三重區,7胎,男,40～44歲,0
106,按登記日期分,新北市三重區,7胎,男,45～49歲,0
106,按登記日期分,新北市三重區,7胎,男,50歲以上,0
106,按登記日期分,新北市三重區,8胎,男,未滿15歲,0
106,按登記日期分,新北市三重區,8胎,男,15～19歲,0
106,按登記日期分,新北市三重區,8胎,男,20～24歲,0
106,按登記日期分,新北市三重區,8胎,男,25～29歲,0
106,按登記日期分,新北市三重區,8胎,男,30～34歲,1
106,按登記日期分,新北市三重區,8胎,男,35～39歲,0
106,按登記日期分,新北市三重區,8胎,男,40～44歲,0
106,按登記日期分,新北市三重區,8胎,男,45～49歲,0
106,按登記日期分,新北市三重區,8胎,男,50歲以上,0
106,按登記日期分,新北市三重區,9胎以上,男,未滿15歲,0
106,按登記日期分,新北市三重區,9胎以上,男,15～19歲,0
106,按登記日期分,新北市三重區,9胎以上,男,20～24歲,0
106,按登記日期分,新北市三重區,9胎以上,男,25～29歲,0
106,按登記日期分,新北市三重區,9胎以上,男,30～34歲,1
106,按登記日期分,新北市三重區,9胎以上,男,35～39歲,0
106,按登記日期分,新北市三重區,9胎以上,男,40～44歲,0
106,按登記日期分,新北市三重區,9胎以上,男,45～49歲,0
106,按登記日期分,新北市三重區,9胎以上,男,50歲以上,0
106,按登記日期分,新北市三重區,1胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,1胎,女,15～19歲,7
106,按登記日期分,新北市三重區,1胎,女,20～24歲,49
106,按登記日期分,新北市三重區,1胎,女,25～29歲,204
106,按登記日期分,新北市三重區,1胎,女,30～34歲,314
106,按登記日期分,新北市三重區,1胎,女,35～39歲,200
106,按登記日期分,新北市三重區,1胎,女,40～44歲,24
106,按登記日期分,新北市三重區,1胎,女,45～49歲,0
106,按登記日期分,新北市三重區,1胎,女,50歲以上,0
106,按登記日期分,新北市三重區,2胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,2胎,女,15～19歲,0
106,按登記日期分,新北市三重區,2胎,女,20～24歲,24
106,按登記日期分,新北市三重區,2胎,女,25～29歲,96
106,按登記日期分,新北市三重區,2胎,女,30～34歲,235
106,按登記日期分,新北市三重區,2胎,女,35～39歲,184
106,按登記日期分,新北市三重區,2胎,女,40～44歲,32
106,按登記日期分,新北市三重區,2胎,女,45～49歲,1
106,按登記日期分,新北市三重區,2胎,女,50歲以上,0
106,按登記日期分,新北市三重區,3胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,3胎,女,15～19歲,0
106,按登記日期分,新北市三重區,3胎,女,20～24歲,2
106,按登記日期分,新北市三重區,3胎,女,25～29歲,14
106,按登記日期分,新北市三重區,3胎,女,30～34歲,41
106,按登記日期分,新北市三重區,3胎,女,35～39歲,35
106,按登記日期分,新北市三重區,3胎,女,40～44歲,3
106,按登記日期分,新北市三重區,3胎,女,45～49歲,0
106,按登記日期分,新北市三重區,3胎,女,50歲以上,0
106,按登記日期分,新北市三重區,4胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,4胎,女,15～19歲,0
106,按登記日期分,新北市三重區,4胎,女,20～24歲,1
106,按登記日期分,新北市三重區,4胎,女,25～29歲,1
106,按登記日期分,新北市三重區,4胎,女,30～34歲,5
106,按登記日期分,新北市三重區,4胎,女,35～39歲,9
106,按登記日期分,新北市三重區,4胎,女,40～44歲,4
106,按登記日期分,新北市三重區,4胎,女,45～49歲,0
106,按登記日期分,新北市三重區,4胎,女,50歲以上,0
106,按登記日期分,新北市三重區,5胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,5胎,女,15～19歲,0
106,按登記日期分,新北市三重區,5胎,女,20～24歲,0
106,按登記日期分,新北市三重區,5胎,女,25～29歲,0
106,按登記日期分,新北市三重區,5胎,女,30～34歲,1
106,按登記日期分,新北市三重區,5胎,女,35～39歲,4
106,按登記日期分,新北市三重區,5胎,女,40～44歲,1
106,按登記日期分,新北市三重區,5胎,女,45～49歲,0
106,按登記日期分,新北市三重區,5胎,女,50歲以上,0
106,按登記日期分,新北市三重區,6胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,6胎,女,15～19歲,0
106,按登記日期分,新北市三重區,6胎,女,20～24歲,0
106,按登記日期分,新北市三重區,6胎,女,25～29歲,0
106,按登記日期分,新北市三重區,6胎,女,30～34歲,0
106,按登記日期分,新北市三重區,6胎,女,35～39歲,0
106,按登記日期分,新北市三重區,6胎,女,40～44歲,0
106,按登記日期分,新北市三重區,6胎,女,45～49歲,0
106,按登記日期分,新北市三重區,6胎,女,50歲以上,0
106,按登記日期分,新北市三重區,7胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,7胎,女,15～19歲,0
106,按登記日期分,新北市三重區,7胎,女,20～24歲,0
106,按登記日期分,新北市三重區,7胎,女,25～29歲,0
106,按登記日期分,新北市三重區,7胎,女,30～34歲,0
106,按登記日期分,新北市三重區,7胎,女,35～39歲,1
106,按登記日期分,新北市三重區,7胎,女,40～44歲,0
106,按登記日期分,新北市三重區,7胎,女,45～49歲,0
106,按登記日期分,新北市三重區,7胎,女,50歲以上,0
106,按登記日期分,新北市三重區,8胎,女,未滿15歲,0
106,按登記日期分,新北市三重區,8胎,女,15～19歲,0
106,按登記日期分,新北市三重區,8胎,女,20～24歲,0
106,按登記日期分,新北市三重區,8胎,女,25～29歲,0
106,按登記日期分,新北市三重區,8胎,女,30～34歲,0
106,按登記日期分,新北市三重區,8胎,女,35～39歲,0
106,按登記日期分,新北市三重區,8胎,女,40～44歲,0
106,按登記日期分,新北市三重區,8胎,女,45～49歲,0
106,按登記日期分,新北市三重區,8胎,女,50歲以上,0
106,按登記日期分,新北市三重區,9胎以上,女,未滿15歲,0
106,按登記日期分,新北市三重區,9胎以上,女,15～19歲,0
106,按登記日期分,新北市三重區,9胎以上,女,20～24歲,0
106,按登記日期分,新北市三重區,9胎以上,女,25～29歲,0
106,按登記日期分,新北市三重區,9胎以上,女,30～34歲,0
106,按登記日期分,新北市三重區,9胎以上,女,35～39歲,0
106,按登記日期分,新北市三重區,9胎以上,女,40～44歲,0
106,按登記日期分,新北市三重區,9胎以上,女,45～49歲,0
106,按登記日期分,新北市三重區,9胎以上,女,50歲以上,0
106,按登記日期分,新北市中和區,1胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,1胎,男,15～19歲,13
106,按登記日期分,新北市中和區,1胎,男,20～24歲,79
106,按登記日期分,新北市中和區,1胎,男,25～29歲,219
106,按登記日期分,新北市中和區,1胎,男,30～34歲,386
106,按登記日期分,新北市中和區,1胎,男,35～39歲,228
106,按登記日期分,新北市中和區,1胎,男,40～44歲,35
106,按登記日期分,新北市中和區,1胎,男,45～49歲,2
106,按登記日期分,新北市中和區,1胎,男,50歲以上,0
106,按登記日期分,新北市中和區,2胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,2胎,男,15～19歲,1
106,按登記日期分,新北市中和區,2胎,男,20～24歲,26
106,按登記日期分,新北市中和區,2胎,男,25～29歲,80
106,按登記日期分,新北市中和區,2胎,男,30～34歲,260
106,按登記日期分,新北市中和區,2胎,男,35～39歲,205
106,按登記日期分,新北市中和區,2胎,男,40～44歲,34
106,按登記日期分,新北市中和區,2胎,男,45～49歲,1
106,按登記日期分,新北市中和區,2胎,男,50歲以上,0
106,按登記日期分,新北市中和區,3胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,3胎,男,15～19歲,0
106,按登記日期分,新北市中和區,3胎,男,20～24歲,3
106,按登記日期分,新北市中和區,3胎,男,25～29歲,10
106,按登記日期分,新北市中和區,3胎,男,30～34歲,40
106,按登記日期分,新北市中和區,3胎,男,35～39歲,51
106,按登記日期分,新北市中和區,3胎,男,40～44歲,17
106,按登記日期分,新北市中和區,3胎,男,45～49歲,1
106,按登記日期分,新北市中和區,3胎,男,50歲以上,0
106,按登記日期分,新北市中和區,4胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,4胎,男,15～19歲,0
106,按登記日期分,新北市中和區,4胎,男,20～24歲,0
106,按登記日期分,新北市中和區,4胎,男,25～29歲,0
106,按登記日期分,新北市中和區,4胎,男,30～34歲,5
106,按登記日期分,新北市中和區,4胎,男,35～39歲,11
106,按登記日期分,新北市中和區,4胎,男,40～44歲,1
106,按登記日期分,新北市中和區,4胎,男,45～49歲,2
106,按登記日期分,新北市中和區,4胎,男,50歲以上,0
106,按登記日期分,新北市中和區,5胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,5胎,男,15～19歲,0
106,按登記日期分,新北市中和區,5胎,男,20～24歲,0
106,按登記日期分,新北市中和區,5胎,男,25～29歲,0
106,按登記日期分,新北市中和區,5胎,男,30～34歲,2
106,按登記日期分,新北市中和區,5胎,男,35～39歲,2
106,按登記日期分,新北市中和區,5胎,男,40～44歲,1
106,按登記日期分,新北市中和區,5胎,男,45～49歲,0
106,按登記日期分,新北市中和區,5胎,男,50歲以上,0
106,按登記日期分,新北市中和區,6胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,6胎,男,15～19歲,0
106,按登記日期分,新北市中和區,6胎,男,20～24歲,0
106,按登記日期分,新北市中和區,6胎,男,25～29歲,1
106,按登記日期分,新北市中和區,6胎,男,30～34歲,1
106,按登記日期分,新北市中和區,6胎,男,35～39歲,1
106,按登記日期分,新北市中和區,6胎,男,40～44歲,0
106,按登記日期分,新北市中和區,6胎,男,45～49歲,0
106,按登記日期分,新北市中和區,6胎,男,50歲以上,0
106,按登記日期分,新北市中和區,7胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,7胎,男,15～19歲,0
106,按登記日期分,新北市中和區,7胎,男,20～24歲,0
106,按登記日期分,新北市中和區,7胎,男,25～29歲,0
106,按登記日期分,新北市中和區,7胎,男,30～34歲,0
106,按登記日期分,新北市中和區,7胎,男,35～39歲,0
106,按登記日期分,新北市中和區,7胎,男,40～44歲,0
106,按登記日期分,新北市中和區,7胎,男,45～49歲,0
106,按登記日期分,新北市中和區,7胎,男,50歲以上,0
106,按登記日期分,新北市中和區,8胎,男,未滿15歲,0
106,按登記日期分,新北市中和區,8胎,男,15～19歲,0
106,按登記日期分,新北市中和區,8胎,男,20～24歲,0
106,按登記日期分,新北市中和區,8胎,男,25～29歲,0
106,按登記日期分,新北市中和區,8胎,男,30～34歲,0
106,按登記日期分,新北市中和區,8胎,男,35～39歲,0
106,按登記日期分,新北市中和區,8胎,男,40～44歲,0
106,按登記日期分,新北市中和區,8胎,男,45～49歲,0
106,按登記日期分,新北市中和區,8胎,男,50歲以上,0
106,按登記日期分,新北市中和區,9胎以上,男,未滿15歲,0
106,按登記日期分,新北市中和區,9胎以上,男,15～19歲,0
106,按登記日期分,新北市中和區,9胎以上,男,20～24歲,0
106,按登記日期分,新北市中和區,9胎以上,男,25～29歲,0
106,按登記日期分,新北市中和區,9胎以上,男,30～34歲,0
106,按登記日期分,新北市中和區,9胎以上,男,35～39歲,0
106,按登記日期分,新北市中和區,9胎以上,男,40～44歲,0
106,按登記日期分,新北市中和區,9胎以上,男,45～49歲,0
106,按登記日期分,新北市中和區,9胎以上,男,50歲以上,0
106,按登記日期分,新北市中和區,1胎,女,未滿15歲,0
106,按登記日期分,新北市中和區,1胎,女,15～19歲,13
106,按登記日期分,新北市中和區,1胎,女,20～24歲,66
106,按登記日期分,新北市中和區,1胎,女,25～29歲,197
106,按登記日期分,新北市中和區,1胎,女,30～34歲,335
106,按登記日期分,新北市中和區,1胎,女,35～39歲,218
106,按登記日期分,新北市中和區,1胎,女,40～44歲,25
106,按登記日期分,新北市中和區,1胎,女,45～49歲,7
106,按登記日期分,新北市中和區,1胎,女,50歲以上,0
106,按登記日期分,新北市中和區,2胎,女,未滿15歲,0
106,按登記日期分,新北市中和區,2胎,女,15～19歲,1
106,按登記日期分,新北市中和區,2胎,女,20～24歲,12
106,按登記日期分,新北市中和區,2胎,女,25～29歲,94
106,按登記日期分,新北市中和區,2胎,女,30～34歲,233
106,按登記日期分,新北市中和區,2胎,女,35～39歲,191
106,按登記日期分,新北市中和區,2胎,女,40～44歲,32
106,按登記日期分,新北市中和區,2胎,女,45～49歲,0
106,按登記日期分,新北市中和區,2胎,女,50歲以上,0
106,按登記日期分,新北市中和區,3胎,女,未滿15歲,0
106,按登記日期分,新北市中和區,3胎,女,15～19歲,0
106,按登記日期分,新北市中和區,3胎,女,20～24歲,2
106,按登記日期分,新北市中和區,3胎,女,25～29歲,8
106,按登記日期分,新北市中和區,3胎,女,30～34歲,27
106,按登記日期分,新北市中和區,3胎,女,35～39歲,38
106,按登記日期分,新北市中和區,3胎,女,40～44歲,11
106,按登記日期分,新北市中和區,3胎,女,45～49歲,0
106,按登記日期分,新北市中和區,3胎,女,50歲以上,0
106,按登記日期分,新北市中和區,4胎,女,未滿15歲,0
106,按登記日期分,新北市中和區,4胎,女,15～19歲,0
106,按登記日期分,新北市中和區,4胎,女,20～24歲,1
106,按登記日期分,新北市中和區,4胎,女,25～29歲,3
106,按登記日期分,新北市中和區,4胎,女,30～34歲,7
106,按登記日期分,新北市中和區,4胎,女,35～39歲,11
106,按登記日期分,新北市中和區,4胎,女,40～44歲,2
106,按登記日期分,新北市中和區,4胎,女,45～49歲,0
106,按登記日期分,新北市中和區,4胎,女,50歲以上,0
106,按登記日期分,新北市中和區,5胎,女,未滿15歲,0
106,按登記日期分,新北市中和區,5胎,女,15～19歲,0
106,按登記日期分,新北市中和區,5胎,女,20～24歲,0
106,按登記日期分,新北市中和區,5胎,女,25～29歲,0
106,按登記日期分,新北市中和區,5胎,女,30～34歲,0
106,按登記日期分,新北市中和區,5胎,女,35～39歲,4
106,按登記日期分,新北市中和區,5胎,女,40～44歲,0
106,按登記日期分,新北市中和區,5胎,女,45～49歲,0
106,按登記日期分,新北市中和區,5胎,女,50歲以上,0
106,按登記日期分,新北市中和區,6胎,女,未滿15歲,0
106,按登記日期分,新北市中和區,6胎,女,15～19歲,0
